Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.2390           1.1343       1.0852       0.0491   189.8
0.2400           1.1514       1.1173       0.0341   131.8
0.2410           1.1526       1.1210       0.0316   122.1
0.2420           1.1330       1.0815       0.0515   199.1
0.2430           1.1636       1.1392       0.0244    94.3
0.2440           1.1408       1.0815       0.0594   229.6
0.2450           1.1634       1.1475       0.0159    61.5
0.2460           1.1371       1.0744       0.0628   242.9
0.2470           1.1714       1.1514       0.0200    77.4
0.2480           1.1313       1.0732       0.0580   224.5
0.2490           1.1566       1.1320       0.0246    95.1
0.2500           1.1481       1.1056       0.0426   164.7
0.2510           1.1410       1.0999       0.0411   159.0
0.2520           1.1504       1.1171       0.0332   128.5
0.2530           1.1452       1.0944       0.0508   196.5
0.2540           1.1604       1.1410       0.0195    75.3
0.2550           1.1328       1.0705       0.0622   240.7
0.2560           1.1750       1.1567       0.0182    70.6
0.2570           1.1337       1.0708       0.0630   243.5
0.2580           1.1615       1.1433       0.0182    70.5
0.2590           1.1443       1.0909       0.0533   206.4
0.2600           1.1539       1.1230       0.0308   119.3
0.2610           1.1386       1.0947       0.0439   169.7
0.2620           1.1493       1.1095       0.0399   154.2
0.2630           1.1555       1.1287       0.0268   103.6
0.2640           1.1316       1.0753       0.0563   217.7
0.2650           1.1696       1.1483       0.0213    82.3
0.2660           1.1386       1.0764       0.0622   240.7
0.2670           1.1640       1.1483       0.0157    60.9
0.2680           1.1399       1.0789       0.0611   236.2
0.2690           1.1669       1.1441       0.0228    88.3
0.2700           1.1323       1.0782       0.0541   209.1
0.2710           1.1542       1.1249       0.0293   113.2
0.2720           1.1506       1.1136       0.0370   143.1
0.2730           1.1364       1.0896       0.0468   180.9
0.2740           1.1577       1.1292       0.0285   110.3
0.2750           1.1434       1.0875       0.0559   216.3
0.2760           1.1627       1.1455       0.0173    66.8
0.2770           1.1351       1.0716       0.0635   245.8
0.2780           1.1747       1.1560       0.0187    72.3
0.2790           1.1322       1.0709       0.0614   237.4
0.2800           1.1595       1.1384       0.0212    81.8
0.2810           1.1466       1.0983       0.0483   186.7
0.2820           1.1472       1.1111       0.0361   139.8
0.2830           1.1444       1.1059       0.0385   149.0
0.2840           1.1475       1.1017       0.0458   177.2
0.2850           1.1585       1.1358       0.0227    87.9
0.2860           1.1319       1.0717       0.0602   232.9
0.2870           1.1739       1.1546       0.0193    74.6
0.2880           1.1363       1.0727       0.0637   246.2
0.2890           1.1636       1.1469       0.0166    64.4
0.2900           1.1426       1.0847       0.0579   224.1
0.2910           1.1610       1.1342       0.0267   103.4
0.2920           1.1350       1.0857       0.0493   190.6
0.2930           1.1520       1.1173       0.0347   134.2
0.2940           1.1534       1.1218       0.0316   122.4
0.2950           1.1334       1.0812       0.0522   202.0
0.2960           1.1648       1.1403       0.0245    94.8
0.2970           1.1414       1.0813       0.0601   232.5
0.2980           1.1643       1.1482       0.0161    62.2
0.2990           1.1379       1.0746       0.0633   244.9
0.3000           1.1721       1.1517       0.0204    79.0
0.3010           1.1319       1.0734       0.0584   225.9
0.3020           1.1572       1.1321       0.0251    97.1
0.3030           1.1490       1.1063       0.0427   165.1
0.3040           1.1413       1.0995       0.0419   161.9
0.3050           1.1515       1.1181       0.0333   128.9
0.3060           1.1458       1.0942       0.0516   199.7
0.3070           1.1614       1.1418       0.0196    75.7
0.3080           1.1335       1.0705       0.0629   243.5
0.3090           1.1760       1.1575       0.0185    71.6
0.3100           1.1342       1.0707       0.0635   245.7
0.3110           1.1622       1.1436       0.0186    72.1
0.3120           1.1451       1.0915       0.0536   207.3
0.3130           1.1542       1.1227       0.0315   121.9
0.3140           1.1395       1.0955       0.0440   170.2
0.3150           1.1500       1.1093       0.0406   157.2
0.3160           1.1564       1.1296       0.0268   103.7
0.3170           1.1322       1.0750       0.0571   221.0
0.3180           1.1708       1.1494       0.0214    82.9
0.3190           1.1392       1.0762       0.0630   243.7
0.3200           1.1649       1.1489       0.0160    61.9
0.3210           1.1408       1.0793       0.0615   238.0
