Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
10.9500       -4464.722    -4598.185      133.462  1912.1
11.0000       -4464.647    -4601.782      137.135  1964.7
11.0500       -4463.240    -4597.376      134.137  1921.7
11.1000       -4460.578    -4605.423      144.845  2075.1
11.1500       -4458.423    -4603.654      145.231  2080.7
11.2000       -4456.197    -4601.981      145.784  2088.6
11.2500       -4454.866    -4602.547      147.680  2115.8
11.3000       -4454.338    -4593.466      139.128  1993.2
11.3500       -4453.973    -4594.883      140.910  2018.8
11.4000       -4455.155    -4594.841      139.686  2001.2
11.4500       -4458.594    -4592.646      134.052  1920.5
11.5000       -4463.080    -4603.756      140.676  2015.4
11.5500       -4467.456    -4608.153      140.698  2015.7
11.6000       -4470.742    -4609.026      138.284  1981.1
11.6500       -4471.568    -4609.671      138.103  1978.5
11.7000       -4469.960    -4609.671      139.711  2001.6
11.7500       -4467.152    -4607.975      140.823  2017.5
11.8000       -4461.617    -4601.815      140.198  2008.6
11.8500       -4455.443    -4598.799      143.355  2053.8
11.9000       -4452.495    -4595.494      142.999  2048.7
11.9500       -4452.256    -4596.285      144.030  2063.5
12.0000       -4454.237    -4608.058      153.821  2203.7
12.0500       -4458.164    -4599.929      141.764  2031.0
12.1000       -4460.725    -4592.722      131.997  1891.1
12.1500       -4462.023    -4605.342      143.319  2053.3
12.2000       -4463.764    -4604.257      140.494  2012.8
12.2500       -4465.634    -4604.223      138.589  1985.5
12.3000       -4466.958    -4602.685      135.727  1944.5
12.3500       -4466.346    -4606.182      139.837  2003.4
12.4000       -4465.586    -4601.611      136.025  1948.8
12.4500       -4464.792    -4603.069      138.277  1981.0
12.5000       -4463.933    -4599.715      135.782  1945.3
12.5500       -4462.208    -4597.940      135.732  1944.6
12.6000       -4459.581    -4601.398      141.818  2031.8
12.6500       -4456.613    -4609.489      152.876  2190.2
12.7000       -4456.339    -4598.682      142.343  2039.3
12.7500       -4457.314    -4597.008      139.693  2001.3
12.8000       -4460.363    -4606.176      145.812  2089.0
12.8500       -4466.721    -4611.124      144.403  2068.8
12.9000       -4473.144    -4609.104      135.960  1947.8
12.9500       -4474.730    -4602.474      127.743  1830.1
13.0000       -4472.375    -4606.045      133.670  1915.0
13.0500       -4468.655    -4603.620      134.965  1933.6
13.1000       -4465.401    -4600.995      135.594  1942.6
13.1500       -4462.419    -4594.518      132.100  1892.5
13.2000       -4459.578    -4600.275      140.697  2015.7
13.2500       -4458.544    -4599.866      141.322  2024.7
13.3000       -4458.370    -4601.965      143.595  2057.2
13.3500       -4459.418    -4603.336      143.918  2061.9
13.4000       -4462.100    -4600.055      137.955  1976.4
13.4500       -4463.152    -4601.100      137.948  1976.3
13.5000       -4463.121    -4603.762      140.641  2014.9
13.5500       -4463.198    -4605.548      142.351  2039.4
13.6000       -4463.046    -4609.504      146.459  2098.3
13.6500       -4464.637    -4609.669      145.032  2077.8
13.7000       -4467.586    -4603.101      135.514  1941.5
13.7500       -4468.713    -4600.767      132.054  1891.9
13.8000       -4467.650    -4600.733      133.082  1906.6
13.8500       -4463.317    -4603.463      140.145  2007.8
13.9000       -4455.714    -4596.400      140.686  2015.5
13.9500       -4449.744    -4592.847      143.103  2050.2
14.0000       -4448.445    -4598.922      150.477  2155.8
14.0500       -4450.120    -4589.793      139.673  2001.0
14.1000       -4452.951    -4592.169      139.218  1994.5
14.1500       -4456.855    -4593.500      136.646  1957.7
14.2000       -4460.860    -4603.607      142.746  2045.1
14.2500       -4463.926    -4610.703      146.776  2102.8
14.3000       -4466.445    -4602.920      136.475  1955.2
14.3500       -4467.431    -4606.473      139.041  1992.0
14.4000       -4466.550    -4598.852      132.302  1895.4
14.4500       -4464.239    -4602.384      138.145  1979.1
14.5000       -4463.122    -4594.848      131.726  1887.2
14.5500       -4461.896    -4605.727      143.832  2060.6
14.6000       -4460.936    -4601.138      140.202  2008.6
14.6500       -4460.268    -4604.278      144.009  2063.2
14.7000       -4461.978    -4600.152      138.174  1979.6
14.7500       -4466.306    -4602.228      135.922  1947.3
14.8000       -4470.991    -4604.710      133.718  1915.7
14.8500       -4474.109    -4605.536      131.427  1882.9
14.9000       -4474.926    -4614.277      139.351  1996.4
14.9500       -4474.208    -4602.568      128.361  1839.0
15.0000       -4468.807    -4612.570      143.763  2059.6
15.0500       -4462.255    -4602.042      139.787  2002.7
15.1000       -4457.469    -4599.228      141.760  2030.9
15.1500       -4455.421    -4604.375      148.954  2134.0
15.2000       -4455.679    -4598.463      142.784  2045.6
15.2500       -4457.739    -4596.179      138.441  1983.4
15.3000       -4459.218    -4605.836      146.618  2100.5
15.3500       -4461.043    -4601.486      140.443  2012.1
15.4000       -4463.796    -4604.058      140.263  2009.5
15.4500       -4469.540    -4602.414      132.875  1903.6
15.5000       -4475.365    -4610.377      135.011  1934.3
15.5500       -4477.555    -4612.566      135.011  1934.2
15.6000       -4476.872    -4608.295      131.423  1882.8
15.6500       -4473.328    -4609.554      136.225  1951.6
15.7000       -4467.113    -4599.607      132.494  1898.2
15.7500       -4460.540    -4596.115      135.575  1942.3
15.8000       -4458.735    -4598.043      139.308  1995.8
15.8500       -4458.592    -4592.676      134.083  1921.0
15.9000       -4457.847    -4596.791      138.944  1990.6
15.9500       -4457.060    -4600.177      143.117  2050.4
16.0000       -4457.945    -4599.559      141.613  2028.8
16.0500       -4460.850    -4600.492      139.642  2000.6
16.1000       -4464.951    -4603.273      138.322  1981.7
16.1500       -4468.479    -4602.711      134.232  1923.1
16.2000       -4469.682    -4604.468      134.786  1931.0
16.2500       -4468.109    -4609.054      140.945  2019.3
16.3000       -4462.863    -4607.548      144.685  2072.8
16.3500       -4455.744    -4603.945      148.201  2123.2
16.4000       -4452.720    -4602.602      149.882  2147.3
16.4500       -4453.393    -4601.431      148.038  2120.9
16.5000       -4457.016    -4600.291      143.275  2052.6
16.5500       -4460.976    -4600.471      139.495  1998.5
16.6000       -4463.172    -4596.762      133.590  1913.9
16.6500       -4464.175    -4603.461      139.287  1995.5
16.7000       -4463.892    -4602.026      138.134  1979.0
16.7500       -4463.302    -4604.133      140.832  2017.6
16.8000       -4462.674    -4600.022      137.348  1967.7
16.8500       -4460.159    -4600.817      140.658  2015.1
16.9000       -4456.338    -4596.104      139.766  2002.4
16.9500       -4451.100    -4595.080      143.980  2062.7
17.0000       -4447.149    -4596.100      148.950  2133.9
17.0500       -4446.213    -4589.301      143.089  2050.0
17.1000       -4449.692    -4594.297      144.605  2071.7
17.1500       -4458.308    -4595.603      137.295  1967.0
17.2000       -4463.542    -4596.560      133.018  1905.7
17.2500       -4465.730    -4601.218      135.488  1941.1
17.3000       -4465.937    -4604.596      138.659  1986.5
17.3500       -4464.959    -4602.937      137.978  1976.8
17.4000       -4463.557    -4596.505      132.948  1904.7
17.4500       -4459.820    -4599.442      139.622  2000.3
17.5000       -4453.702    -4599.863      146.161  2094.0
17.5500       -4449.899    -4595.713      145.813  2089.0
17.6000       -4448.454    -4590.827      142.372  2039.7
17.6500       -4448.468    -4595.393      146.925  2104.9
17.7000       -4451.410    -4593.965      142.555  2042.3
17.7500       -4459.702    -4602.635      142.933  2047.7
17.8000       -4467.972    -4603.395      135.423  1940.2
17.8500       -4469.573    -4604.398      134.825  1931.6
17.9000       -4469.588    -4606.342      136.754  1959.2
17.9500       -4467.850    -4613.542      145.693  2087.3
18.0000       -4465.693    -4605.451      139.758  2002.3
18.0500       -4463.012    -4600.258      137.246  1966.3
18.1000       -4459.222    -4599.388      140.166  2008.1
18.1500       -4456.857    -4594.826      137.969  1976.6
18.2000       -4454.964    -4603.084      148.120  2122.0
18.2500       -4455.283    -4594.591      139.308  1995.8
18.3000       -4456.820    -4603.380      146.560  2099.7
18.3500       -4461.050    -4597.741      136.692  1958.3
18.4000       -4466.614    -4599.755      133.141  1907.5
18.4500       -4469.607    -4610.096      140.489  2012.7
18.5000       -4471.597    -4607.412      135.814  1945.8
18.5500       -4471.698    -4603.241      131.543  1884.6
18.6000       -4469.528    -4601.966      132.438  1897.4
18.6500       -4463.111    -4600.205      137.094  1964.1
18.7000       -4456.349    -4598.399      142.050  2035.1
18.7500       -4453.976    -4594.002      140.027  2006.1
18.8000       -4454.337    -4598.198      143.861  2061.0
18.8500       -4455.384    -4593.821      138.437  1983.3
18.9000       -4456.748    -4594.360      137.612  1971.5
18.9500       -4458.049    -4597.815      139.766  2002.4
19.0000       -4460.885    -4607.427      146.542  2099.4
19.0500       -4467.214    -4609.776      142.563  2042.4
19.1000       -4474.293    -4606.734      132.441  1897.4
19.1500       -4476.138    -4608.187      132.049  1891.8
19.2000       -4474.872    -4609.737      134.865  1932.2
19.2500       -4472.382    -4605.441      133.059  1906.3
19.3000       -4469.434    -4611.637      142.203  2037.3
19.3500       -4466.926    -4609.143      142.218  2037.5
19.4000       -4464.921    -4602.978      138.058  1977.9
19.4500       -4462.555    -4606.157      143.602  2057.3
